AATSC2e,RotBtFrac,MLFER_A,AATSC2s,MATS2e,ATSC2s,HybRatio,nHBDon,nHsOH,nHBint2,SsOH,RDF20m,nBondsD,minHBint7,MATS6m,MATS6c,nAtomP,MATS6e,GATS2v,AATSC2m,nAtomLAC,AATSC6e,AATSC6s,maxdO,ATSC2m,minwHBa,MATS5i,MATS3c,ASP-3,MATS5p,AATSC3e,nHBDon_Lipinski,minHCsatu,ATSC8c,RDF20v,minHBa,AATSC3s,ATSC1m,VE3_DzZ,ATSC1s,RotBFrac,MATS1s,AATS0m,AATS6i,RDF20i,nT6Ring,AATS3s,VR2_Dzp,minssCH2,VR2_Dzi,PetitjeanNumber,nHBa,BCUTc-1l,SM1_Dzi,y
0.0404166,0.560606061,0.4695,1.193144865,0.208423271,11.97142011,0.75,1,1,0.5,8.563217593,0.261826252,0.5,0,0.123792714,0.083196384,1.5,0.054585077,1.135027005,7.974583947,1,0.002018951,0.04696175,4.5,82.95541338,-0.416666667,0.009585615,-0.192354107,0.098651756,-0.001673,-0.098551671,1,0.25625,0.004878401,0.815260678,8.563217593,-2.730238804,-31.14494248,-2.533218473,-6.671034946,0.045454546,-0.205005836,78.00771659,87.7627143,4.817263334,0.5,3.944598766,7.761376887,0.508356482,8.224914147,0.5,1.5,-0.361976211,0.259701279,0
-0.012179749,0.925925926,0.078,-0.0176436,-0.187365841,-0.661493764,0.833333333,2,2,0.666666667,16.43280864,0.4721021,0.666666667,0,0.224165823,0.179221965,1,-0.02407894,0.940732899,-0.849291655,2.666666667,-0.030533537,-0.955581538,3.257283951,-20.90512755,-0.589537037,0.148487637,0.117072613,0.248124398,0.17586499,0.004628835,2,0.347337963,0,1.123168419,8.233487654,-0.117554571,-62.32759476,-13.35633322,-15.5080428,0.333333333,-0.251903639,81.85008331,184.9769019,7.594656792,0,4.8192951,3.836119039,0.1875,4.114887483,0.466666667,2.666666667,-0.389715256,0.611857552,0
0.092056325,0.666666667,0.8166,2.690277778,0.667659281,23.275,0,1.8,0,3.6,0,0.121595588,1,0,0,0,4,0,1.189377382,12.0282022,0,0,0,8.925,108.1050174,-0.75,0,-0.708330218,0,0,-0.144156375,3.6,0,0,0.391429573,4.65,-4.15625,-65.1798324,-13.22524821,-15.4625,0,-0.567135933,113.7299549,0,1.75264313,0,4.95,675000,0,675000,0.5,2.8,-0.271303306,0.561270021,0
-0.024715052,0.727272728,0.476,-0.551359103,-0.142786466,-7.682191005,1,1.5,1.5,0,12.47988426,0.460008945,0,0,0.123792714,0.083196384,0,0.054585077,1.348052942,-7.685395388,1,0.002018951,0.04696175,0,-104.6376928,0,0.131976203,0.119881722,0.348651756,0.167624585,0.012427716,1.5,0,0.004878401,1.188472597,8.66738426,0.276288974,-45.61885658,-9.470964321,-7.158673835,0.212121212,-0.228279509,68.05271674,87.7627143,7.428997122,0.5,3.311265432,8.304077622,0.445856482,7.595986262,0.416666667,1.5,-0.393291325,0.259701279,0
0.053872877,0.5,0.131,-0.013666728,0.110944161,-0.505668934,0.5,1,0.5,0,4.193125,0.227178314,0,0,0.244495581,0.239305646,0,0.106319752,0.374236418,12.37396894,1,0.006716957,0.102324263,0,8.376688876,0,0.0669196,0.046393535,0.125,0.09303151,0.000653437,1.5,0,0,0.511507806,4.193125,-0.09162415,-61.5666356,-0.659762974,-2.036848073,0.166666667,-0.087463486,71.27882034,92.458826,3.944001341,0,1.0625,1.732005438,0.140625,2.088381337,0.25,0.5,-0.402742976,0.199191886,0
-0.022351608,1,0.277333333,-0.452859639,-0.226780789,-7.341421326,1,1.833333333,1,0,7.856041667,0.474147033,0,0,0.081498527,0.079768549,0,0.035439917,1.383430911,-10.10151233,2,0.002238986,0.034108088,0,-162.4014461,0,0.121723281,0.202988467,0.458333333,0.341792486,0.011332041,2.666666667,0,0,1.171528319,5.379189815,0.25584521,-68.8542186,-1.507349646,-7.240588476,0.333333333,-0.295137186,66.07814052,30.81960867,6.964986228,0,3.0625,4.475158583,0.127893518,2.257811527,0.361111111,1.833333333,-0.394451464,0.398383771,0
0.067016632,0.333333333,0.203333333,-0.368095238,0.23677566,-5.153333333,0.333333333,1.333333333,0.666666667,0,5.083333333,0.169522222,0,0,0,0,0,0,0.48915611,11.48112053,0.666666667,0,0,0,-55.67105727,0,0.081593726,0.081209453,0.166666667,0.112865056,0.008676924,2,0,0,0.369326001,2.541666667,0.201111111,-91.63814615,-4.898240077,-3.42,0.111111111,-0.098958333,84.21871627,0,2.289353525,0,1.577777778,1.209336888,-0.041666667,0.633703688,0.111111111,0.666666667,-0.405461777,0.115422791,0
0.068458375,0.333333333,0.459333333,-0.356038742,0.251939584,-12.46135598,0.333333333,2.333333333,1.666666667,0,14.1912037,0.369083328,0,0,0.014854766,-0.00365193,0,-0.004437248,0.481045352,13.7018079,1.666666667,-0.000822405,-0.020029844,0,-86.4235943,0,-0.009663578,0.065809671,0.085639944,-0.012041061,0.008397382,3,0,0.014678739,0.839766907,2.748950617,0.191311511,-114.5073193,-11.87939609,-9.66536578,0.148148148,-0.109233574,87.83871621,60.79305653,5.008189283,0,1.91503268,100000.7023,-0.213549383,100000.6274,0.166666667,1.666666667,-0.405330251,0.288556976,0
0.109049682,0.222222222,-0.005666667,0.617724868,0.442680848,8.648148147,0.111111111,1.333333333,0.666666667,0.666666667,5.13537037,0.073409152,0.666666667,0,0.549942458,0.288000024,1,0.262003544,0.438038959,19.04708218,1,0.061113223,1.564814815,3.142962963,50.25240583,-0.4375,0.124962714,-0.184115903,0.07856742,0.114042601,-0.066129595,2,0.275,0,0.235371094,2.567685185,-1.815972222,-91.22702876,-8.315577267,-6.685185187,0.111111111,-0.102849003,101.5978657,61.63921733,1.05562347,0,2.340277778,95238.67013,-0.268518519,95238.58087,0.166666667,1.333333333,-0.384706795,0.230845581,0
0.021984036,0.666666667,0.0934,1.687808642,0.370480661,6.752777778,0,0.2,0,0.4,0,0.013510621,1,0,0,0,4,0,0.132153042,1.556914911,0,0,0,8.325,12.6730126,-0.083333333,0,-0.078703358,0,0,-0.016017375,0.4,0,0,0.043492175,7.85,-0.461805556,-9.2262356,-1.469472023,-14.21805556,0,-0.951903993,226.8811177,0,0.194738126,0,0.55,75000,0,75000,0.5,1.2,-0.195138987,0.062363336,0
-0.022220434,0.857142857,0.500714286,-0.232030688,-0.248122016,-9.647669409,1,2.142857143,2.142857143,0.285714286,18.83944445,0.624551206,0,0,0.398794788,0.352795317,0,0.168036448,0.884754463,-0.895474065,1.428571429,0.012752771,0.189988714,0,-36.81679961,0,0.106899871,0.127943184,0.237751641,0.146244866,0.008218488,2.142857143,0,0.012620099,1.432212381,7.291633598,0.018543334,-48.49978056,-4.124628637,-11.83364209,0.261904762,-0.21861872,69.13144476,184.1575253,10.03960144,0.285714286,3.302437642,4.703210913,-0.037784391,6.83068377,0.5,2.428571429,-0.393393453,0.581361298,0
0.024574641,0.777777778,0.324333333,0.310479357,0.384036274,2.539201963,0.333333333,1.666666667,0.333333333,1.333333333,2.795416667,0.256808301,0.666666667,0,0.162997054,0.159537097,2.666666667,0.070879834,0.90426377,20.85400778,0.666666667,0.004477971,0.068216175,0,185.6134063,0.395061729,0.044613066,-0.409794234,0.083333333,0.062021006,-0.038062657,3,0,0,0.680893338,6.051246571,-0.512385922,-57.18359982,-10.05148289,-6.801200041,0.111111111,-0.557104373,149.5662055,61.63921733,4.145926106,0,2.473765432,500001.1547,0.09375,500001.3923,0.5,1.666666667,-0.34238352,0.375193708,0
-0.023632711,0.857142857,0.694714286,-0.225372665,-0.256487498,-17.80783197,1,3,3,0.285714286,27.8434943,0.925188603,0,0.628345733,0.355491087,0.340511345,0,0.154367637,0.892797453,-1.89151389,1.428571429,0.010071305,0.154294824,0,-149.6990305,0,0.110619204,0.116750566,0.232483872,0.144818673,0.007664366,3,0,0.085118541,2.082896768,7.38468029,-0.024392944,-56.16052611,-4.25925608,-16.37779786,0.285714286,-0.206956397,69.40889276,180.1751196,14.13808694,0.571428571,2.981827916,4.276990484,0.007278642,5.853953796,0.5,3.857142857,-0.394340909,0.828695849,0
0.002759858,0.875,0.356,0.915494367,-0.040448256,8.61614331,0.75,0.5,0.5,0.5,3.881558642,0.384289222,0.5,0,-0.08910791,-0.012097742,1.5,-0.045845235,1.258009371,-20.24295762,3,-0.0004885,-0.006461914,4.704475309,-332.4731448,-0.336334019,0.07237523,-0.012152221,0.310190162,0.033064553,-0.039324414,0.5,0.25316358,0.000739467,1.345706144,0.313571674,-2.468859716,-26.94652703,-31.8481548,-4.069105841,0.5,-0.218930419,152.7351343,81.14546595,10.2155669,0,3.978780864,117711.1327,0.868682485,117655.4119,0.416666667,1.5,-0.336608446,0.351589435,0
0.086285371,0.277777778,0.01,0,0.348521551,0,0.222222222,1.666666667,0.666666667,0.333333333,5.298780863,0.169387378,0.333333333,0,0.32040543,0.327080223,1,0.170192172,0.445042112,16.03655619,1,0.030718537,0,3.215108025,4.444343113,-0.392746914,0.059635107,0.059612074,0.099001208,0.133771444,0.00195812,2.666666667,0.249537037,0,0.439974397,1.588734568,0,-99.27502099,-0.490675673,0,0.111111111,0,90.7620492,61.63921733,2.376746056,0,0,3.81499663,-0.168209877,1.874022441,0.166666667,1.333333333,-0.40520898,0.248217381,0
0.097462454,0.266666667,0.176666667,0.352884183,0.428193192,6.704799473,0.222222222,1.333333333,0.333333333,0.333333333,2.62191358,0.09367763,0.333333333,0,0,0,1,0,0.401664577,18.96327075,1,0,0,3.191358025,60.6620363,-0.320987654,0.064631512,0.089037231,0.111111111,0.161961974,0.000725731,2.333333333,0.2125,0,0.284671505,1.611882716,0.042649287,-91.00241256,-0.430318376,-4.242822703,0.066666667,-0.088625211,86.77020462,0,1.372791409,0,1.8647343,1.375530107,0,0.817449026,0.111111111,1,-0.384143972,0.190505986,0
