AATSC2e,RotBtFrac,MLFER_A,AATSC2s,MATS2e,ATSC2s,HybRatio,nHBDon,nHsOH,nHBint2,SsOH,RDF20m,nBondsD,minHBint7,MATS6m,MATS6c,nAtomP,MATS6e,GATS2v,AATSC2m,nAtomLAC,AATSC6e,AATSC6s,maxdO,ATSC2m,minwHBa,MATS5i,MATS3c,ASP-3,MATS5p,AATSC3e,nHBDon_Lipinski,minHCsatu,ATSC8c,RDF20v,minHBa,AATSC3s,ATSC1m,VE3_DzZ,ATSC1s,RotBFrac,MATS1s,AATS0m,AATS6i,RDF20i,nT6Ring,AATS3s,VR2_Dzp,minssCH2,VR2_Dzi,PetitjeanNumber,nHBa,BCUTc-1l,SM1_Dzi,y
-0.003328468,0.959839106,0.206865949,0.235539728,-0.094388436,1.57227606,0.919678212,0.422822083,0.422822083,0.160643575,3.231640563,0.470607394,0.160643575,0,-0.102862235,-0.013965098,0.481930726,-0.052921714,1.279453316,-10.03821932,2.62999882,-0.000563903,-0.007459348,1.511487468,-257.5693263,-0.108059799,0.083546768,-0.015367415,0.188020391,0.038168259,-0.017785743,0.422822083,0.081338205,0.000853608,1.588724464,2.085292195,-0.909607135,-29.8951054,-36.37845113,-2.989492223,0.473044332,-0.235407812,85.0811931,93.67074205,12.19819551,0,2.497526933,135879.1184,0.907613344,135815.9057,0.473226071,0.744109234,-0.354833219,0.252177418,0
-0.002406662,0.933444463,0.279107835,0.432612144,-0.079078743,3.653690154,0.866888925,0.521743881,0.521743881,0.26622215,4.000871318,0.414263928,0.26622215,0,-0.085232806,-0.011571638,0.79866645,-0.043851528,1.275756059,-13.67469374,2.445468777,-0.000467256,-0.006180899,2.504871062,-268.0262596,-0.179079131,0.069227793,-0.015304477,0.210138181,0.031626649,-0.025903506,0.521743881,0.134795505,0.000707309,1.380000823,2.101116995,-1.427652817,-32.95765273,-30.3851369,-3.55781563,0.425247627,-0.228515144,107.1206238,77.6166313,10.42807762,0,3.023912768,112591.6102,0.812982632,112538.9717,0.455629642,1.05418818,-0.353133715,0.279201901,0
-0.018001612,1,0.235458535,-0.273933132,-0.182805107,-7.277284523,1,1.721358952,1.236894737,0,9.92391162,0.619645214,0,0,-0.015121733,0.144271789,0,0.08973218,1.35487678,-9.030124643,1.959206336,0.012828076,0.325832401,0,-274.4231524,0,-0.04781924,0.089837903,0.198717426,-0.053821242,-0.000231614,1.721358952,0,0.021687183,1.67645694,3.377454351,-0.091758351,-55.61323316,-27.52897451,-5.276140017,0.508653251,-0.216687527,63.15394037,127.7621345,11.10032443,0,2.284926782,196701.8294,0.468883895,196674.959,0.5,1.721358952,-0.38259059,0.379039049,0
0.009417377,0.867482712,0.435889415,0.412099947,0.002369734,10.84378816,0.814475797,1,1,0.463810509,8.001599186,0.286703727,0.927621017,0,-0.44758566,-0.142325153,1.391431526,-0.450487129,1.095349982,0.392889666,2.876727562,-0.076671471,-2.141003565,4.677464561,36.84084667,-0.425073742,-0.005623027,-0.040528284,0.192282176,0.027684318,-0.032563143,1,0.219794647,0,0.734839469,8.001599186,-1.012521973,-44.96811144,-1.944020728,-5.077462917,0.291721769,-0.148448367,74.91989822,135.5935703,4.471361075,0,3.183315633,3.283116763,0.121288336,3.337292183,0.453618949,1.927621017,-0.365748923,0.396545129,0
0.048277398,0.920372393,0.372861184,1.197044539,0.046413354,14.11636653,0.76111718,1,0.522234361,0.477765639,4.194025113,0.381781781,0.477765639,0,0.144278431,0.141215817,1.433296918,0.062739976,0.979183637,8.330738285,1.545637777,0.00396372,0.060382213,4.356293643,96.28853894,-1.078290505,0.039489691,0.258811414,0.211682373,0.054898498,0.036219003,1.477765639,0,0,0.586099766,6.012188796,1.1374169,-43.55324947,-1.535717526,-15.64748401,0.17797869,-0.278903775,127.4948,54.56055405,3.930493096,0,14.5584036,3.334699801,0.139779004,2.983573993,0.420372393,2.911062558,-0.335767085,0.854173017,0
-0.025376663,0.786204026,0.680250478,-0.402385594,-0.206525496,-15.42272444,1,2.710367788,2.710367788,0.427591947,23.6985479,0.697702695,0,0,0.202246839,0.129383861,0,0.06084684,1.121568835,-5.022395171,0.662748531,0.002571893,-0.002720412,0,-147.7360527,0,0.047583055,0.098069257,0.170281058,0.058934558,0.005945047,2.710367788,0,0.018886909,1.579251011,6.560108373,0.01162687,-70.83290563,-1.908521302,-15.48348776,0.14609075,-0.250199723,76.48868489,139.3486952,10.06673692,0.427591947,3.650388736,5.68903861,-0.071364844,4.395288403,0.428734675,3.137959736,-0.39435861,0.61793002,0
-0.025421067,0.876821082,0.586909504,-0.395231662,-0.219356288,-12.22526799,1,2.237286284,2.237286284,0.246357836,19.08929996,0.604277928,0,0,0.300593165,0.289149925,0,0.123456726,1.112235499,-5.327722838,1.141469823,0.012596785,0.208905785,0,-129.2170795,0,0.086913686,0.099976437,0.18971909,0.109808064,0.004857575,2.237286284,0,0.010881725,1.363394587,7.188604823,0.00053668,-64.19573458,-4.283301533,-12.24884302,0.198182043,-0.241656866,72.2862008,138.8770233,8.873776571,0.246357836,3.442601376,62967.94973,-0.006581524,62967.4023,0.458940361,2.48364412,-0.394512549,0.516013839,0
0.015296092,0.886214046,0.131042382,0.591369495,-0.012619285,19.06777208,0.772428093,2.365431443,2.365431443,1.365431443,19.78329451,0.387734569,1.365431443,0,0.210490968,0.190295557,1.365431443,0.150891099,1.077461924,1.101962701,2.937255397,0.022513995,0.584101414,4.695061306,68.36201433,-0.84821107,0.055039783,-0.008643148,0.172098475,0.055330216,-0.03507981,2.365431443,0.408554788,0.022191297,1.044510091,8.124160222,-1.04790191,-84.2050372,-22.79076082,-17.77610678,0.29989931,-0.233042685,89.57522784,143.97898,5.966058067,0,4.222946467,210068.5435,-0.374230901,210068.8797,0.5,3.730862887,-0.387317046,0.7204453,0
0.005507376,0.924554097,0.356163875,0.474675712,-0.085589759,4.206305466,0.886831145,1,1,0.226337709,7.964708431,0.331272049,0.226337709,0,0.25733126,0.251868861,0.679013128,0.111901391,0.954688673,1.240419931,1.505174036,0.007069588,0.107696145,2.037039384,2.576474658,-0.188614758,0.070432786,-0.043448703,0.131562327,0.097915535,-0.048407719,1,0.115998076,0,0.771905588,7.964708431,-1.430056132,-38.50410679,-1.119611789,-5.329603387,0.175416436,-0.205306317,67.66126264,97.3127865,5.4358134,0,3.053602995,2.785804976,0.209860864,3.492360446,0.5,1.226337709,-0.380659206,0.330858419,0
0.01438411,0.88947982,0.185398199,0.556471241,-0.04446349,7.556734025,0.778959639,1.331560541,1.331560541,0.663121083,10.53114076,0.335484063,0.663121083,0,0.764551916,0.499384966,0.994681624,0.355205638,1.062450001,0.279009043,1.884408374,0.066764456,1.647533175,3.126247504,3.643769477,-0.43517321,0.183838273,-0.147352127,0.189365413,0.196208702,-0.069488483,1.331560541,0.273537447,0,0.826315937,7.977111493,-1.986511755,-49.13953543,-9.075048076,-9.441739564,0.258807972,-0.231260764,82.86719705,143.5744875,5.383700053,0,3.794843501,94734.04615,-0.086078591,94734.4479,0.5,1.994681624,-0.374143743,0.44555287,0
-0.022141314,1,0.487880871,-0.22161974,-0.238063556,-8.049885317,1,1.823533431,1.823533431,0,15.24887968,0.662901586,0,0,0.216081509,0.315957408,0,0.173823193,1.076039843,-5.856009635,1.594240165,0.016203045,0.356228058,0,-192.6344945,0,-0.031638481,0.103427332,0.191994965,-0.004086226,-0.000552721,1.823533431,0,0.054365071,1.563424423,5.505106638,-0.187682346,-51.46173958,-15.15052859,-6.818598873,0.402962266,-0.185829964,64.59339746,145.6998773,11.34832976,0,2.344555097,123532.7076,0.187695524,123533.1436,0.5,2.235300146,-0.395170968,0.495266944,0
-4.56E-05,0.8,0.5135,0.156472161,-0.10346007,0.855442177,0.5,1.5,1.5,1,11.58432871,0.2850822,1,0,0.244495581,0.239305646,3,0.106319752,0.93240718,2.631462193,2,0.006716957,0.102324263,4.549768519,17.83166638,-0.912037037,0.226246307,0.32083312,0.291666667,0.41111307,0.055811062,1.5,0,0,0.697123873,7.888726852,1.272959184,-52.77499788,-11.35121946,-17.20698696,0.266666667,-0.403645278,110.4308222,92.458826,4.771189935,0,12.70833334,3.61074811,0.140625,3.257166288,0.416666667,2.5,-0.359496683,0.545460258,0
0.027630355,0.857142857,0.538,0.927574769,0.035757587,18.319161,0.75,1.5,1.5,1,12.09215278,0.34231579,1,0,-0.399144869,-0.5270213,1.5,-0.489575545,1.057301824,2.212297553,3,-0.117414309,-3.166950114,4.820208334,42.35834658,-0.538240741,0.129057685,-0.012722493,0.257136721,0.126897149,-0.041587417,1.5,0.340451389,0,0.880555027,8.142638889,-1.307009637,-47.63932275,-15.19229716,-9.370748298,0.380952381,-0.18485572,85.67254429,185.0509644,5.597866165,0,3.491388889,3.759678925,-0.007523148,3.764128545,0.45,2.5,-0.36349839,0.545460258,0
0.025486099,0.75,0.425,0.823438896,0.055692587,7.865387306,0.5,1,1,0.5,7.995208334,0.301920942,1,0,0.244495581,0.239305646,2.5,0.106319752,0.975545914,2.527466293,2.5,0.006716957,0.102324263,4.625,22.27670288,-0.490740741,0.312744452,0.040338916,0.329124145,0.414301961,-0.029060874,1,0,0,0.75475143,7.995208334,-0.461308649,-33.5986316,-1.3940901,-8.414077153,0.291666667,-0.256101037,80.98949999,92.458826,5.10150705,0,4.379166667,3.657232784,0.140625,3.193004699,0.416666667,1.5,-0.361331377,0.372326072,0
-0.033453548,1,0.403666667,-0.740094826,-0.230559557,-10.70491041,1,1.333333333,1.333333333,0,10.16666667,0.560221467,0,0,-0.059405273,-0.008065161,0,-0.03056349,1.403067951,-11.27344898,2.666666667,-0.000325667,-0.004307942,0,-240.7546193,0,0.211437604,0.158400303,0.404044011,0.247773148,0.017259182,1.333333333,0,0.000492978,1.535386087,5.083333333,0.401678335,-53.69224379,-30.51661866,-7.26660496,0.472222222,-0.282022038,69.75184243,54.0969773,10.93999283,0,3.641666666,78475.04674,0.3671875,78437.47291,0.388888889,1.333333333,-0.377251907,0.305928776,0
0.025423536,0.809523809,0.395,0.675181298,0.126247964,16.57889747,0.733333333,0.666666667,0.666666667,0.666666667,5.340092593,0.351342124,1.333333333,0,-0.898734736,-0.404462581,2,-0.76330382,1.213144617,3.036699249,4.666666667,-0.115915041,-3.163740813,6.72324074,3.356939333,-0.610987654,-0.013473928,-0.0903728,0.246892972,-0.012737018,-0.040322567,0.666666667,0.315925926,0.000492978,1.216127869,5.340092593,-1.219204088,-35.26943154,-22.62704481,-4.470875794,0.535714286,-0.142758946,78.37084723,174.881351,8.262505292,0,3.346902937,78475.37959,0.419656636,78438.46221,0.433333333,2,-0.335457753,0.421351567,0
0.053388654,0.777777778,0.395,1.585910464,0.237720091,15.49990441,0.666666667,0.666666667,0.666666667,0.666666667,4.944444445,0.295977876,0.666666667,0,-0.059405273,-0.008065161,2,-0.03056349,1.119033369,9.606523467,2.666666667,-0.000325667,-0.004307942,6,9.369522267,-0.555555555,0.048250153,-0.257914135,0.070710678,0.022043035,-0.130713333,0.666666667,0.341666667,0.000492978,1.037770195,4.944444445,-3.607025368,-34.39369167,-21.26629087,-6.616419775,0.25,-0.250990474,83.02517556,54.0969773,7.457681117,0,4.486111111,78474.32314,0.450520833,78438.31148,0.5,1.333333333,-0.335498422,0.305928776,0
-0.023056653,1,0.579,-0.311692548,-0.217722139,-13.26678281,1,2.25,2.25,0,19.09125,0.954667695,0,0,0.005803052,0.233509592,0,0.144432783,1.267590088,-7.895245595,2.5,0.019839163,0.501969043,0,-374.0058265,0,-0.11537976,0.129323178,0.227263865,-0.121506267,0.005098806,2.25,0,0.099391344,2.500566428,1.34375,-0.050541248,-56.4925635,-41.85126872,-8.26065372,0.6875,-0.194248748,67.33362256,176.1614682,18.54160197,0,2.28125,283856.3661,0.389973958,283829.0564,0.5,3,-0.382303463,0.614801504,0
-0.017780019,1,0.2115,-0.40640192,-0.190469116,-6.754261318,1,1.5,0.75,0,5.8125,0.524461603,0,0,-0.044553955,-0.006048871,0,-0.022922617,1.451383694,-9.764808953,2.5,-0.00024425,-0.003230957,0,-217.0181764,0,0.125662688,0.165757609,0.428033009,0.296236061,0.009931806,2.25,0,0.000369734,1.498473709,3.583333334,0.257340019,-61.17281109,-16.69878967,-6.225428927,0.4375,-0.302463451,62.97253724,40.57273298,9.85625154,0,2.802083333,58857.97909,0.410807292,58828.55964,0.375,1.5,-0.381579974,0.355100225,0
0.08221668,0.25,0.21725,-0.270502646,0.309194537,-5.680555555,0.25,1.5,0.75,0,6.004050925,0.172066977,0,0,0.180082236,0.244640499,0,0.094900235,0.362407645,15.88898163,0.75,0.016974367,0.340277778,0,-40.8815209,0,0.067391568,0.056356686,0.087115428,0.080064581,0.00642605,2.25,0,0,0.382322759,1.98119213,0.150977366,-98.94930847,-5.614492163,-4.131944445,0.1,-0.078679915,86.08619079,46.229413,2.329071741,0,1.358024691,125000.2141,-0.091145833,125000.1721,0.125,0.75,-0.406750964,0.12985064,0
0.019442761,0.584415585,0.4695,0.51009799,0.124819175,12.7806649,0.8,1,1,0.5,8.859953704,0.303349438,1,0,-0.505704384,-0.214101681,1.5,-0.494970171,1.205610441,3.047215784,2.5,-0.084673081,-2.322612904,5.042430555,78.44597618,-0.458240741,-0.036707447,-0.066698105,0.230788477,-0.027758039,-0.030758597,1,0.236944445,0.004878401,0.949028934,8.859953704,-0.939372844,-31.80174739,-3.553783931,-5.06187696,0.25974026,-0.123832189,74.51697034,178.3509946,5.420881466,0.5,3.090192635,8.553711867,0.485208334,8.337966768,0.45,2,-0.361945709,0.346268372,0
0.0088155,0.527272728,0.558,0.170922643,0.037645814,1.408920107,0.5,1.5,1.5,1,12.24608796,0.263629499,1,0,0.123792714,0.083196384,3,0.054585077,1.17248954,2.805430572,1,0.002018951,0.04696175,4.549768519,25.77888413,-0.912037037,0.168912322,0.272507129,0.265318423,0.316408561,0.054569954,1.5,0,0.004878401,0.820099662,8.550486112,1.339205641,-49.19005364,-12.81506069,-17.19881273,0.145454546,-0.396023801,109.8767087,87.7627143,4.822155429,0.5,12.5904321,8.368814962,0.508356482,7.814215681,0.416666667,2.5,-0.358352737,0.432835465,0
