AATSC2e,RotBtFrac,MLFER_A,AATSC2s,SHBd,MATS2e,GATS2s,ATSC2e,minHBint2,ATSC2s,ETA_dBetaP,MATS2s,nHBd,minHBint4,HybRatio,AATSC2c,SHsOH,maxHBint4,XLogP,nHBDon,ASP-4,nHsOH,nsOH,minHCsats,maxHBint2,GATS1c,nHBint2,SHBint2,AATS4i,SsOH,ATSC2c,MLFER_S,C1SP2,minHBint3,RDF20m,RDF20s,ATSC3e,nBondsD,nBondsD2,nBondsM,ETA_Beta_ns,SsssCH,minHBint7,MATS6m,MATS6c,nwHBa,minsssCH,ATSC3s,R_TpiPCTPC,SHBint3,AATSC6c,maxHBint7,MATS2m,ndssC,AATSC6m,maxHCsats,SdO,MATS6v,MATS2c,MLFER_BH,MLFER_BO,ETA_BetaP_ns,SHBint7,nHBint7,AATSC6v,ndO,ALogP,nAtomP,SpMax2_Bhs,MATS6e,FNSA-3,GATS2v,AATSC2m,AATSC3c,maxHBint3,RDF10s,ATSC0c,CrippenLogP,MATS8s,nAtomLAC,AATSC6e,SdssC,AATSC6s,ATSC3c,SIC1,maxdO,mindO,RDF20e,MIC1,ATSC2m,GATS1i,minwHBa,mindssC,MATS6s,MATS8c,AATSC0i,MATS5i,MATS3c,GATS2m,AATSC5p,nHBint4,AATS5i,ASP-3,JGI2,SHBint4,GATS1p,MATS5p,AATSC8c,AATSC5i,FPSA-3,AATSC3e,ATSC0e,nHBint3,AATSC5s,nHBDon_Lipinski,nHCsatu,minHCsatu,maxHCsatu,SHCsatu,AATSC8s,GATS5c,E1m,ATSC8c,VE3_Dze,RDF20v,MATS3i,minHBa,AATSC3s,SwHBa,AATSC5c,BIC1,VE3_Dzs,FPSA-2,GATS2p,VR2_Dzs,ATSC1m,VE3_DzZ,VE3_Dzi,SM1_Dzp,VE3_Dzm,minHBd,ATSC1s,GATS2e,RDF15s,SM1_Dze,SM1_Dzv,SM1_Dzs,meanI,RotBFrac,VE3_Dzp,MATS6p,MATS5s,ATSC5c,AATSC5e,maxHBd,MATS3e,ATSC8s,SpMax3_Bhs,ATSC5s,MOMI-YZ,MATS1s,AATS0m,AATS6i,ATSC6c,RPSA,PNSA-3,MATS2v,RDF20i,n6Ring,nT6Ring,Km,RDF20u,AATSC3i,ATSC0s,GATS5e,VR2_Dzv,SpMax1_Bhs,AATS3s,VR2_Dzp,AATS0p,MATS5e,DPSA-3,AATSC1s,VR2_Dze,VR2_Dzm,VR2_DzZ,P1m,AATS5e,AATS3i,minssCH2,WTPT-4,TDB6i,ETA_dEpsilon_D,VR2_Dzi,AATSC6p,ATSC5e,TopoPSA,PetitjeanNumber,nHBa,GATS3i,ATSC4p,BCUTc-1l,SM1_Dzi,TDB6u,AMW,AATSC2v,GATS2i,MATS5c,topoShape,AATS0v,y
-0.027253938,1,0.697486685,-0.461500418,1.6690077,-0.231168323,0.980558442,-0.886720473,0,-15.02552255,-0.546704533,-0.125702911,2.49797916,1.94520138,1,-0.005124755,1.6690077,2.311171767,-1.545908945,2.49797916,0.168824761,2.49797916,2.49797916,0.474204624,0,1.433757979,0,0,178.2704639,21.06977259,-0.17779279,0.782201312,0,1.95911172,0.629151578,10.75047496,0.446695029,0,0,0,0,-1.713058224,1.430921992,0.268993815,0.306465479,0,-0.536142511,6.275890461,1,16.19449149,0.008611479,1.430921992,-0.145638868,0,9.502384946,0.585102727,0,0.2566937,-0.187283849,0.859951838,0.836363902,0,2.861843984,0.498414442,10.6201479,0,-1.537500055,0,3.878822188,0.126916524,-0.071726475,1.147171042,-5.773283841,0.004043903,2.305999774,8.653426152,0.579064032,-1.224341704,-0.000466446,2.637112508,0.013287065,0,0.244237763,0.207088088,0.495049414,0,0,7.402394852,16.41851032,-148.7091253,2.06586326,0,0,0.108311897,-0.017518501,1.002894871,0.080840827,0.105596514,1.150757068,0.018275122,2.245600823,136.3434732,0.200327704,0.088184347,12.0950701,1.803830313,0.10613455,-0.000850299,0.082581808,0.068189019,0.005285656,2.268630534,2.995958321,-0.213216687,2.49797916,0,0,0,0,-0.001986612,1.060440221,0.529335482,-0.00680239,-14.60645186,1.432624771,-0.142306941,8.119061273,0.039657412,0,-0.001843223,0.509344923,-13.82252701,0.84216965,1.212297186,62988.41707,-78.52318667,-14.43329256,-14.22702048,-2.901482209,-14.60492773,0.692340708,-13.48097918,1.23620104,8.773613913,0.674312111,-1.11865465,1.744962869,3.058957164,0.290990387,-13.93890367,0.190300845,-0.173965754,-0.045586797,-0.010062477,0.729721182,0.015814299,-0.0158929,3.206513489,-6.196266703,2.992369773,-0.244457778,70.49057505,138.0599599,0.033690521,0.377277413,-33.09262888,-0.071872378,9.206288632,0,0,0.581317448,6.673630301,-0.152402419,49.29525273,1.320633089,62988.81668,4.43449364,3.510842232,62988.91839,1.022103124,-0.15505098,64.11521826,-0.722141561,62988.85665,62988.85846,62988.85777,0.720878299,5.872849973,168.9602708,-0.058664157,5.969862486,706.6958254,0.164818071,62989.24586,0.033222929,-0.304686957,50.53411841,0.482199484,2.49797916,1.140365903,-0.034261349,-0.394666488,0.518525816,3.87702115,5.709432234,-2.651447191,1.243681941,-0.094743085,0.937698195,149.0041063,1
-0.027769539,0.785714286,0.805142857,-0.5705276,1.956011905,-0.138643751,0.921222719,-0.52456087,2.188350154,-9.957708571,-0.511907143,-0.124293369,2.714285714,4.394787304,0.942857143,-0.005299225,1.844801588,4.394787304,-1.395714286,2.714285714,0.248379818,2.428571429,2.428571429,0.548630952,2.188350154,1.45220641,0.285714286,2.188350154,180.1759674,19.54035714,-0.111251759,0.935714286,0.285714286,4.73614565,0.582741836,10.65181368,0.627459932,0.285714286,0.285714286,0.285714286,0.428571429,-0.757936508,0,0.759483714,0.786299867,0.285714286,-0.757936508,12.59162685,1.054187192,19.96989592,0.033680031,0,-0.20567713,0.285714286,31.65581422,0.662301587,2.896878306,0.71994915,-0.117704244,0.989571429,0.976428571,0.053571429,0,0,29.66440946,0.285714286,-1.400557143,0.857142857,4.616517269,0.372947063,-0.082379291,1.403730585,-8.784018146,0.008324212,5.656504832,8.317965933,0.573800044,-1.175245714,0,2.142857143,0.060581253,-0.205687831,1.19466414,0.240926941,0.601162579,2.896878306,2.896878306,6.563003061,19.1024653,-191.2038447,1.663459978,-0.205687831,-0.205687831,0.31435257,0,1.021124554,0.232886393,0.203324456,1.099630863,0.04612474,1.428571429,183.6145556,0.309748989,0.12063492,8.789574607,1.550541288,0.277265297,0,0.228966156,0.0843957,0.021496716,2.36514813,3.714285714,-0.719659281,2.714285714,0.285714286,0.182142857,0.182142857,0.182142857,0,1.198014877,0.441627243,0,-15.95709462,1.360271279,-0.147565946,6.476686508,0.453859176,-0.205687831,-0.003612943,0.60895928,-15.73821959,0.842294343,1.601394473,357144.7137,-75.55180057,-16.84792261,-16.28743737,-3.085707808,-15.95762402,0.631051587,-12.83870215,0.9428871,8.403331421,0.714561028,-1.17422062,2.166288738,3.48015873,0.321428571,-15.45664013,0.430565722,-0.232576305,-0.034772379,-0.028625833,0.770396826,0.129074426,0,4.354897097,-9.008348439,3.593393625,-0.244931116,85.85284341,184.917652,0.040357011,0.468698638,-36.41442372,-0.278299309,8.004756609,0,0,0.624510903,5.936203419,-0.13869883,55.05975724,1.313153479,357145.0082,5.018097072,4.721340388,357146.2675,1.050366849,-0.23858137,73.56777964,-0.968892987,357145.0297,357145.0334,357145.0331,0.749673936,7.711556044,172.4360629,-0.035548942,6.448259592,1040.384521,0.223172857,357145.5722,0.074849369,-0.367549239,57.44428571,0.5,3,0.991825535,0.373897793,-0.375822921,0.534292672,5.626204476,6.630130521,-11.28665355,1.659547186,-0.100257354,1,162.2866474,1
0.061353492,0.777777778,0.691,1.867946461,1.185115741,0.37716718,0.425428548,0.388192469,2.042361111,16.5564059,-0.32738,0.428841301,1.666666667,0,0.333333333,0.025924028,0.22400463,0,-1.403,1.666666667,0.083333333,0.333333333,0.333333333,0.124537037,4.325,1.905207584,2.666666667,12.73472222,182.0947931,2.795416667,0.187541781,0.674,0,0,0.241523015,2.336590575,-0.833350014,0.666666667,0.666666667,0.666666667,1,0,0,0.162997054,0.159537097,0.666666667,0,-27.56160242,1.2,0,0.002658046,0,0.203355137,0.666666667,5.207732447,0.159259259,6,0.158693732,0.551683651,0.611,0.616333333,0.25,0,0,6.70428212,0.666666667,-0.943166667,2.666666667,3.478539959,0.070879834,-0.080962577,1.130511228,8.817385035,-0.021737232,0,5.367862831,0.342818446,-1.02384,0,0.666666667,0.004477971,-0.555555555,0.068216175,-0.153285529,0.53119386,6,6,2.995120334,17.58541822,77.28380158,2.28972807,-0.555555555,-0.555555555,0.058584875,0,0.960105289,0.044613066,-0.493760027,0.762845168,0.011084098,0,60.606043,0.083333333,0.027777778,0,1.472856151,0.062021006,0,0.048271998,0.082282425,-0.106346875,1.20511727,0,-0.173053666,3,0,0,0,0,0,0.589370433,0.524753257,0,-10.54441198,0.630953036,-0.08945197,5.62875,-3.13978647,-0.555555555,-0.001241343,0.533511518,-9.162056447,0.541458448,1.411143608,500000.9555,-55.86709973,-10.23632214,-9.969585714,-1.945930628,-10.61637514,0.704560185,-11.76993576,0.618908881,2.583019459,0.482266455,-0.931202192,1.419047619,3.563492064,0.111111111,-10.2190832,0.131898321,-0.148620578,-0.037240283,-0.008426092,0.704560185,-0.739627945,0,2.980042656,-5.191609977,1.645364828,-0.404335608,85.24323889,61.63921733,0.023922413,0.413765067,-33.38516538,-0.119461589,3.927588397,0,0,0.522564664,2.894040713,-0.100832263,31.07671958,0.856060752,500001.0496,4.665221167,4.375,500001.1547,0.985439709,-0.133372901,67.2694445,-1.555328798,500001.1452,500001.1476,500001.1476,0.606246429,2.528064,180.8003615,0.09375,2.287064681,305.7924231,0.287496667,500001.3923,0.023572238,-0.252782766,52.81666667,0.5,2.333333333,0.718045986,0.18385137,-0.318711132,0.548550162,1.653668104,6.655197516,-3.110505527,1.059744616,-0.074505943,1,152.0561055,1
-0.032966631,0.988636364,0.6733125,-0.636699535,1.789212675,-0.232665646,1.005078065,-0.741153076,0.189809352,-12.54538182,-0.550410625,-0.1567168,2.4375,3.845438891,0.979166667,-0.005631383,1.681506089,3.845438891,-1.660625,2.4375,0.269111272,2.25,2.25,0.53625,0.471567344,1.457821328,0.1875,0.851186048,179.7717705,18.15459958,-0.131964237,0.7875625,0.0625,3.845727205,0.605615709,10.49930618,0.433792117,0.125,0.125,0.125,0.1875,-0.647326448,0.16422315,0.607105896,0.761980699,0.125,-0.647326448,7.316441317,1.032852564,15.98089628,0.030038431,0.196333694,-0.164179336,0.125,24.43260469,0.612872732,0.638571369,0.579804814,-0.176725304,0.8801875,0.8604375,0.015625,0.721113688,0.25,23.26514005,0.0625,-1.522275,0.25,4.315381,0.305095718,-0.075096531,1.223803873,-7.05915412,0.006741736,4.295120655,8.279491856,0.55095366,-1.22956375,0.029337533,2.8125,0.046779055,-0.06171317,0.905123752,0.189968494,0.529798511,0.638571369,0.638571369,7.080444122,17.4336527,-147.2214738,1.988964116,-0.062517361,-0.062517361,0.261939455,0.023858649,0.993643837,0.204809171,0.167116608,1.153513695,0.042188828,1.25,183.4344043,0.3119875,0.115785256,7.690877781,1.736817897,0.256857572,0.00070267,0.194233001,0.078529379,0.016111128,2.148588295,2.6875,-0.24070351,2.625,0.0625,0.043428288,0.043428288,0.043428288,0.078297315,1.2621582,0.485617973,0.014756073,-13.9339029,1.376745274,-0.230818855,7.889264112,0.317848574,-0.06171317,-0.003216444,0.541710479,-14.08600313,0.855035686,1.331844531,312501.5856,-74.14447604,-14.71421595,-14.01286856,-2.794282759,-13.93434118,0.697389456,-12.69570376,1.203814265,7.881177744,0.653542159,-1.102294834,1.782655424,3.25657242,0.382575758,-13.66919375,0.363577601,-0.161006302,-0.048152105,-0.009199133,0.741401922,0.092794923,1.64424361,3.95937344,-6.185230487,3.819523783,-0.26774328,76.87168845,184.5543749,0.05081227,0.407510304,-33.54141393,-0.114575178,8.781378424,0,0,0.64217961,6.373354334,-0.230817891,47.3254636,1.318788353,312502.2355,4.648184962,4.290027006,312502.1901,1.016074074,-0.134305921,68.5747908,-0.901968707,312501.8045,312501.8062,312501.8062,0.761453074,7.476849633,168.955891,-0.116157407,5.481233653,1006.1532,0.20055125,312502.027,0.060558329,-0.266764921,52.235625,0.5,2.5,1.24643071,0.26952096,-0.390189665,0.527075697,5.453288658,6.077013447,-4.276344617,1.353869452,-0.114506403,1,152.1659644,1
0.059468769,0.780303031,0.7026875,1.799298592,1.26490712,0.372352144,0.424453873,0.443875116,2.104522894,17.49368068,-0.329054375,0.420061045,1.8125,0,0.354166667,0.024844618,0.256158867,0,-1.539375,1.8125,0.088689313,0.375,0.375,0.146493056,4.526254844,1.902314245,2.6875,12.78998813,181.5849722,3.144472268,0.197994938,0.7069375,0.0625,0.241058192,0.259889649,2.494633758,-0.800835,0.75,0.75,0.75,1.125,-0.051261633,0.16422315,0.156900305,0.150379453,0.75,-0.051261633,-25.96480868,1.220352564,0.845921678,0.002515856,0.196333694,0.193390268,0.75,5.041047537,0.192733844,6.263571369,0.155003959,0.535567313,0.7014375,0.7079375,0.25,0.721113688,0.25,6.542225342,0.6875,-1.034525,2.75,3.529608686,0.067845131,-0.080015081,1.143741276,8.372854386,-0.020460267,0.332302368,5.92467731,0.369250785,-1.0483825,0.029337533,0.9375,0.004343137,-0.582546503,0.054429307,-0.148112217,0.540466831,6.263571369,6.263571369,3.18576346,18.2434423,76.82235653,2.251441913,-0.583350694,-0.583350694,0.051354976,0.023858649,0.977660122,0.03633025,-0.465671092,0.768989101,0.010148963,0,67.81921164,0.094198929,0.032451923,0,1.462121627,0.056696121,0.00070267,0.03843642,0.082804425,-0.100062591,1.298714902,0.1875,-0.179939621,3.25,0.0625,0.043428288,0.043428288,0.043428288,0.078297315,0.602710165,0.527066703,0.014756073,-10.14947705,0.692764469,-0.086778229,5.592533787,-2.945879564,-0.582546503,-0.001082165,0.542153286,-8.800123288,0.59368536,1.420037845,468751.1685,-59.15504237,-9.862185687,-9.79424108,-2.089142202,-10.21839959,0.693049178,-12.12712737,0.606939896,2.985469472,0.5182524,-1.002707522,1.570188492,3.534350199,0.132575758,-9.764311733,0.131220113,-0.145964553,-0.031077874,-0.00839648,0.7066797,-0.696887474,1.64424361,3.055965268,-5.699119376,1.864627512,-0.395443445,85.1475793,68.98084236,0.023289695,0.410759325,-33.41445322,-0.122678491,4.175812357,0,0,0.536151629,3.10385053,-0.098150201,33.47129693,0.861354743,468751.7641,4.70624657,4.332465278,468751.655,0.993764123,-0.129818451,68.09528312,-1.501833253,468751.3779,468751.3797,468751.3797,0.620020864,2.847699633,180.3033184,0.111707176,2.440397854,347.1820274,0.28475125,468751.5968,0.023364841,-0.260343697,57.498125,0.5,2.5,0.742060993,0.146092571,-0.319452624,0.592219946,1.889696078,6.657785353,-3.356837442,1.081958773,-0.067078876,1,153.087003,1
-0.031786332,1,0.574333333,-0.725244738,1.520370371,-0.212925446,1.130014219,-0.699816778,0,-15.54639189,-0.537583333,-0.218590349,2,4.101801483,1,-0.005241903,1.520370371,4.101801483,0.504,2,0.237254738,2,2,0.485740741,0,1.511755231,0,0,176.4166239,16.01080247,-0.133799516,0.675,0,3.844980281,0.680022294,11.47547648,0.449023554,0,0,0,0,-0.635802469,0,0.420814024,0.644309502,0,-0.635802469,10.79205069,1,16.14397291,0.029329113,0,-0.210619826,0,19.07958523,0.535648148,0,0.391773297,-0.193433059,0.701666667,0.675333333,0,0,0,14.91809407,0,-2.104166667,0,4.277545724,0.222503804,-0.06255835,1.391176118,-8.511745033,0.00674883,4.227006173,9.400681582,0.482002089,0.5558,0.035020726,3.333333333,0.044939313,0,0.903099465,0.180568462,0.462563851,0,0,9.528149621,15.66823544,-255.0765665,1.764850482,0,0,0.180459174,0.000867194,1.014245212,0.227961002,0.146265894,1.233911623,0.038818743,1.333333333,178.4222286,0.303018487,0.113580247,8.203602967,1.653191146,0.235548583,3.04E-06,0.223759285,0.068187433,0.017041467,1.857575217,2.666666667,-0.061480295,2,0,0,0,0,0.003416048,1.229856354,0.446293008,0.000492978,-34.75207636,1.816261441,-0.131192646,5.283179013,0.402062423,0,-0.002405231,0.473881096,-34.84303207,0.91691589,1.539609188,411767.8336,-67.69408342,-35.69211761,-33.63116171,-2.337315801,-34.84562155,0.485185185,-11.44512348,1.496894272,10.59389311,0.543743932,-0.904430499,1.401234568,3.020697168,0.516666667,-34.54357216,0.186608745,0.018140383,-0.041353321,-0.00144023,0.517592593,0.086903385,0.553399786,4.21426799,0.08169508,3.244951829,-0.293918479,73.54422332,177.375412,0.023753719,0.339097823,-28.55669836,-0.238647427,12.57214376,0,0,0.51973419,9.259751237,-0.121226696,39.42697415,1.004505154,411766.725,4.479684983,4.107510288,411806.5322,1.048598077,-0.05962418,60.86264861,-0.855782289,411770.5359,411776.2535,411769.8933,0.679822794,7.301681244,170.6138369,0.207465278,4.739569477,992.8028903,0.174073333,411769.9978,0.026774337,-0.111981222,40.46,0.5,2,1.039658327,0.369133552,-0.376997424,0.421351567,5.604486669,5.90701048,-9.67165792,1.587616388,-0.087225507,1,154.4429689,1
-0.013420418,1,0.403666667,-0.262067839,1.002777778,-0.130844633,1.028958867,-0.301110999,0,-5.561513519,-0.509803333,-0.12271079,1.333333333,0,1,-0.002382824,1.002777778,0,1.258666667,1.333333333,0.044804648,1.333333333,1.333333333,0.319074074,0,1.517834364,0,0,177.2224842,10.66975309,-0.071669024,0.470333333,0,3.829818244,0.51611585,6.820251117,0.029059441,0,0,0,0,-0.37345679,0,-0.059405273,-0.008065161,0,-0.37345679,2.027750881,1,8.028069273,-2.83E-05,0,-0.117514277,0,-1.604742399,0.461574074,0,-0.061347615,-0.148203718,0.501666667,0.48,0,0,0,-2.919681619,0,-1.770833333,0,3.976644562,-0.03056349,-0.055746163,1.315706545,-4.167697748,0.003901589,4.198251029,7.048207607,0.341738201,1.240866667,0.035020726,3.333333333,-0.000325667,0,-0.004307942,0.091945906,0.481347551,0,0,7.689855672,16.41635765,-160.6262204,1.788128008,0,0,-0.04416427,0.000867194,1.046937638,0.245348924,0.117292213,1.16876036,0.04708324,0,178.3777911,0.342876205,0.098765432,0,1.694549167,0.269647717,3.04E-06,0.249503777,0.054073729,0.001684978,1.396445546,1.333333333,0.555712341,1.333333333,0,0,0,0,0.003416048,0.769039227,0.432251788,0.000492978,-21.74942309,1.475403303,-0.123246774,5.262345679,0.087209053,0,0.009913595,0.494522798,-21.98645635,0.723309743,1.440445693,78435.47572,-54.63112026,-21.85990108,-20.58601139,-1.615786292,-21.84409912,0.485185185,-7.273854574,1.41271747,8.253643815,0.378080731,-0.63843418,0.805555556,2.783660131,0.416666667,-21.45237595,-0.061239243,0.211099353,0.017028241,0.025796194,0.517592593,0.003863659,0.553399786,3.12272821,2.809724886,2.009195981,-0.266857296,64.84558913,54.0969773,-0.005603695,0.271600807,-24.15932344,-0.178952627,10.3863993,0,0,0.430300966,7.684291919,-0.119939307,28.7830995,0.516575969,78434.81702,4.221094265,3.412037037,78475.25715,1.066357635,0.134380854,48.96571604,-0.578808076,78438.34019,78444.05794,78437.69768,0.620200644,6.842897244,170.5043423,0.357928241,3.094778519,289.9003063,0.134606667,78437.80289,-0.012898717,0.000389125,26.97333333,0.388888889,1.333333333,1.008647915,0.551470531,-0.37661962,0.305928776,1.803321251,5.423928207,-7.572683487,1.489781626,0.274480195,0.666666667,151.2888374,1
-0.031413561,1,0.8155,-0.547724842,1.971284723,-0.261146464,0.978328985,-1.117044869,0,-19.19770291,-0.59107,-0.138486478,3,2.485509517,1,-0.006454472,1.971284723,3.105914674,-2.0305,3,0.20652567,3,3,0.5325,0,1.457974618,0,0,175.1922368,25.47993056,-0.230810912,0.896,0,2.5782866,0.780803307,13.91062513,0.673764715,0,0,0,0,-2.146157408,0,0.26677773,0.233827751,0,-0.745370371,10.2373714,1,21.9903849,0.003725069,0,-0.104583584,0,8.785078584,0.6375,0,0.310904321,-0.230937655,1.019,0.991,0,0,0,12.97333524,0,-2.0018,0,4.217498956,0.09966388,-0.073561234,1.095804447,-4.528332714,0.00549006,3.067170705,10.50493947,0.700578182,-1.6307,0.178734881,3.5,0.005483349,0,0.072279497,0.277674171,0.460542771,0,0,9.203232539,17.00820656,-158.7137161,2.092839826,0,0,0.080746715,0.46077203,1.023458288,0.052424233,0.145108041,1.139581255,0.013628897,3,179.4523566,0.253459917,0.122474748,16.59578547,1.756156614,0.074969918,0.022018109,0.058421392,0.076884352,0.01324951,2.702112451,4,-0.271254053,3,0,0,0,0,0.753099174,1.38848903,0.438522729,0.022018109,-18.13391615,1.771158167,-0.238111117,8.316550926,0.195343117,0,-0.001825714,0.467794698,-18.72783436,1.046749039,1.16883042,150002.3288,-83.5075606,-18.47885711,-17.89322816,-3.505973703,-19.02816581,0.637395834,-16.53489674,1.298458201,10.68691237,0.815615897,-1.356645748,2.108333334,3.028571429,0.388888889,-18.7995723,0.29274948,-0.22570138,-0.054407488,-0.013523,0.6903125,0.078304462,0.753099174,3.705804971,-8.254357114,2.726367655,-0.251313847,74.03683016,183.6484108,0.029601318,0.424486514,-31.80767038,0.029339941,11.45628527,0,0,0.550314579,8.287676629,-0.249352627,58.57467533,1.778922128,150002.5592,4.542215029,3.93504902,150002.7855,1.035609994,-0.204828181,64.87687896,-0.792225674,150002.6542,150002.6576,150002.6577,0.70020972,7.8528672,164.3092783,-0.179699074,7.229291066,954.8055231,0.16597,150003.0295,0.051106973,-0.414528596,60.69,0.5,3,1.44992921,-0.257319735,-0.394237981,0.63202735,5.204362623,5.9348526,1.487294031,1.210363419,-0.110998776,1,152.9194494,1
-0.033453548,1,0.403666667,-0.740094826,1.118518519,-0.230559557,1.153986975,-0.503445166,0,-10.70491041,-0.509803333,-0.231742986,1.333333333,0,1,-0.00476854,1.118518519,0,0.952,1.333333333,0.044804648,1.333333333,1.333333333,0.444074074,0,1.49475837,0,0,178.4099557,10.16666667,-0.092530101,0.496333333,0,4.264351852,0.221177024,2.292123457,0.246655695,0,0,0,0,0,0,-0.059405273,-0.008065161,0,0,5.955013647,1,8.528703707,-2.83E-05,0,-0.280094041,0,-1.604742399,0.461574074,0,-0.061347615,-0.189990458,0.489666667,0.466666667,0,0,0,-2.919681619,0,-1.7637,0,4.140254745,-0.03056349,-0.001289856,1.403067951,-11.27344898,0.006809384,4.264351852,3.113763508,0.342071747,0.981866667,0.035020726,2.666666667,-0.000325667,0,-0.004307942,0.100321616,0.470759842,0,0,4.360343897,13.86389208,-240.7546193,1.883336054,0,0,-0.04416427,0.000867194,0.983385602,0.211437604,0.158400303,1.297611363,0.039202525,0,178.3777911,0.404044011,0.098765432,0,1.772839302,0.247773148,3.04E-06,0.200925843,0.008092133,0.017259182,1.329269997,1.333333333,0.810001187,1.333333333,0,0,0,0,0.003416048,0.526445117,0.136395555,0.000492978,-20.61187388,0.796734084,0.056591727,5.083333333,0.401678335,0,0.029224373,0.489665076,-29.92963742,0.317991357,1.485960862,78435.03906,-53.69224379,-30.22365538,-29.3345526,-1.615786292,-30.20893594,0.559259259,-7.26660496,1.531889177,4.617351307,0.378080731,-0.63843418,0.888888889,3.039215686,0.472222222,-30.19352542,-0.061239243,0.24425436,0.006212233,0.03884676,0.559259259,0.092484969,0.553399786,2.835615684,1.406880266,0.471498409,-0.282022038,69.75184243,54.0969773,-0.005603695,0,-0.811677863,-0.335794149,6.361285783,0,0,0.073304358,4.69843289,0.049818085,27.32327044,0.516575969,78434.65857,4.368061731,3.641666666,78475.04674,1.02438019,0.175528778,5.903880017,-0.768203942,78437.95878,78443.67596,78437.31517,0.159980683,6.842897244,175.6326105,0.3671875,3.080880229,289.9003063,0.174073333,78437.47291,-0.012898717,-0.065701089,26.97333333,0.388888889,1.333333333,0.608585357,0.236316384,-0.393230722,0.305928776,1.803321251,5.659588913,-13.20607011,1.520339294,0.662052186,0.666666667,148.9406814,1
-0.036474451,1,0.830333333,-0.725421819,2.092893518,-0.260121537,1.034297637,-1.073995368,0,-20.3938113,-0.57738,-0.180563926,3,3.599234911,1,-0.006840791,2.092893518,4.156392533,-1.980333333,3,0.217456309,3,3,0.566944444,0,1.438962043,0,0,176.2940021,24.90424383,-0.206255362,0.938666667,0,3.599234911,0.743100691,13.86805243,0.68397527,0,0,0,0,-1.629629629,0,0.342691127,0.110827844,0,-0.814814815,12.35472131,1,23.02129647,0.000383341,0,-0.1509061,0,13.02015961,0.649074074,0,0.435512783,-0.20959971,1.013666667,0.987666667,0,0,0,17.72079671,0,-1.8039,0,4.398057594,0.075531461,-0.083645155,1.212573987,-6.534128399,0.006976262,4.156392533,10.17040474,0.677022549,-1.643166667,0,3.333333333,0.005328671,0,0.031064827,0.276711999,0.493575833,0,0,8.663821229,17.03932576,-183.6218085,1.949984177,0,0,0.049625784,0,0.99366676,0.163481629,0.169280298,1.142963864,0.030657225,2.666666667,182.1921561,0.271608802,0.138888889,15.51125489,1.705228564,0.181578614,0,0.161136835,0.083385954,0.017437299,2.636824677,4,-0.217921064,3,0,0,0,0,0,1.271868373,0.564523139,0,-18.86203759,1.666544992,-0.217150651,8.205540123,0.330883749,0,-0.001590676,0.502980174,-19.22881428,0.985458797,1.344527251,3.051258117,-87.39289493,-18.83211333,-19.06012708,-3.419610066,-19.1744371,0.667523148,-16.53371033,1.239185467,10.1612307,0.792238732,-1.303424977,2.161111111,3.257936508,0.396825397,-18.90652786,0.357692459,-0.159440404,-0.045631663,-0.010444516,0.714930556,0.099860491,0,4.021598994,-6.268427535,3.044878339,-0.27358339,78.52250026,184.9620895,0.005724779,0.480443947,-34.4799576,-0.073591462,10.67752153,0,0,0.591512477,7.742067116,-0.220967953,57.91211052,1.50662268,3.656506259,4.662461104,4.467592593,4.131638548,1.022691372,-0.144409646,68.8045138,-0.960589736,3.487846168,3.489901124,3.4897348,0.727674984,7.825185,166.8595931,-0.256959877,7.189312115,910.5991467,0.197683333,3.760397969,0.06053766,-0.301224939,60.69,0.433333333,3,1.322787892,-0.344813724,-0.394155534,0.594485753,4.922955517,6.173163909,-2.698021927,1.382917435,-0.081992957,0.777777778,154.1304908,1
